Quality	#1 ID	#2 ID	#1 String	#2 String
1	1812255	1812313	friday every major exhibitor donate time play daily trailer screen 5000 u theater	beginning friday every major exhibitor country donate time play trailer 5000 theater across united state
1	3264732	3264648	jury verdict reached wednesday le four hour deliberation followed 2 week trial waagner represented	quick conviction followed 2 12 week trial venango county man represented
1	1801777	1801802	charge came federal government prohibited sheik speaking medium imposed special measure restricting access mail telephone visitor	charge came federal government imposed special administrative measure restricting sheik access mail telephone visitor prohibiting speaking medium
1	2461524	2461528	updated 64bit operating system window xp 64bit edition 64bit extended system run natively amd athlon 64 processorpowered desktop amd opteron processorpowered workstation	window xp 64bit edition 64bit extended system support amd64 technology running natively amd athlon 64 powered desktop amd opteron processorpowered workstation
0	1217672	1217567	regret incident could impediment progress mr powell said referring killing abdullah qawasmeh leading hamas figure	regret incident could impediment progress powell told news conference neighboring jordan
0	2229419	2229908	department position threatens alienate social conservative provided strong political support mr ashcroft president bush	department stance disappointed abortion opponent threatens alienate social conservative provided strong political support ashcroft president bush
0	127586	127652	french president jacques chirac said demanded european company provide engine	french president jacques chirac also reported supported european bid
1	821296	821384	new division focused vitally important task protecting nation cyber asset may best protect nation critical infrastructure asset	new division focused vitally important task protecting nation cyberassets may best protect nation critical infrastructure asset added
1	3017248	3017177	apple working oxford semiconductor affected drive manufacturer resolve issue resides oxford 922 chipset company statement said	apple working oxford semiconductor affected drive manufacturer resolve issue resides oxford 922 chipset
1	1721433	1721267	happened five time last 11 year disaster put southwestern town headline summer tourist season	happened five time last decade disaster put tourist town headline summer busiest season
0	146112	146127	broader standard poor 500 index spx edged 9 point 098 percent 921	technologylaced nasdaq composite index ixic shed 15 point 098 percent 1492
0	1741899	1741943	statement possibly hit gas instead brake mr butt said	say couldnt stop vehicle statement possibly hit gas instead brake butt said
1	2798317	2798487	ten police officer facing disciplinary action yesterday abandoned night patrol watch david blaine	ten police officer facing disciplinary action today abandoned street patrol go watch american illusionist david blaine
1	1972375	1972241	whitey bulger law enforcement agency 10 wanted list alongside osama bin laden	former fbi informant whitey bulger agency ten wanted list alongside osama bin laden
0	599474	599497	humphries father william iu campus wednesday afternoon thursday morning	humphries father william arrived iu early afternoon spent day iu coach mike davis
1	2922492	2922548	also worked virginia attorney general office	held various post virginia including deputy attorney general
1	1096217	1096374	blue chip edged lower midday wednesday wave profit warning drained optimism driven rally past three month	u stock fell early morning trade wednesday wave profit warning drained optimism driven rally past three month
1	1754723	1754661	read footnote 90page document said official referring section contained state department dissent	read footnote 90page document said referring annex
1	347271	347376	least 2 female patient sharing room 10 nurse fever symptom 100 people contact quarantined	least two female patient sharing room 10 nurse fever symptom 100 contact quarantined
1	3147467	3147525	result appear january issue cancer american cancer society journal published online today	result appear january issue cancer american cancer society news web site journal published online monday
